"","CTXS","QCOM","AAPL","IDXX","ALGN","AMGN","CPRT","FAST","CTAS","ORLY","EBAY","BKNG","NFLX","EA","GOOGL","PEP","MNST","COST","XEL","EXC"
"993",0.022,0.352,0.118,0.032,0.058,0.018,0.016,0,0.082,0.202,0,0.028,0.006,0.002,0.008,0.054,0,0,0.002,0
"994",0,0,0.012,0.018,0,0.66,0,0.028,0.12,0.01,0.002,0.014,0.006,0.006,0.002,0.032,0.01,0.068,0,0.012
"995",0.004,0.042,0.002,0.088,0.002,0,0.008,0.002,0.002,0,0,0.216,0,0.004,0,0.204,0.014,0.022,0,0.39
"996",0,0.066,0,0,0.522,0.03,0,0,0.006,0.002,0,0.018,0.306,0.03,0.02,0,0,0,0,0
"997",0,0.224,0.008,0.022,0.024,0,0.004,0.038,0.004,0.022,0.072,0.028,0.002,0.096,0.044,0.03,0.336,0.016,0.026,0.004
"998",0.002,0,0,0.09,0.014,0.002,0.01,0.004,0.578,0.11,0.002,0,0.024,0.014,0,0,0,0.106,0,0.044
"999",0.046,0.002,0.012,0.008,0.024,0,0.066,0.294,0.042,0,0.068,0,0.008,0.408,0.004,0,0.018,0,0,0
"1000",0.076,0.002,0,0.092,0.106,0.068,0.018,0.054,0.02,0.004,0.174,0.268,0,0.004,0.068,0,0.016,0,0.018,0.012
"1001",0.052,0.154,0.004,0.004,0.012,0,0.072,0.012,0.016,0,0,0.002,0.154,0.114,0.042,0.016,0.242,0,0.104,0
"1002",0,0.018,0,0,0.076,0,0.062,0.006,0.008,0.106,0.01,0.028,0.228,0.016,0.052,0.032,0.01,0.326,0.014,0.008
"1003",0.008,0.118,0.046,0.112,0.07,0.006,0.07,0,0.002,0.002,0.314,0.018,0.042,0.01,0.012,0.002,0.068,0,0.09,0.01
"1004",0,0,0.016,0.052,0,0,0,0.002,0.022,0.002,0,0,0.576,0,0,0.02,0.01,0,0.258,0.042
"1005",0.064,0,0,0.052,0,0,0,0,0.018,0,0.856,0,0,0.008,0,0,0.002,0,0,0
"1006",0.006,0.002,0,0.03,0,0.702,0.008,0.002,0.014,0,0.066,0,0,0.002,0.008,0.008,0.142,0.006,0.004,0
"1007",0,0,0,0,0,0,0.002,0.07,0.668,0,0.084,0.12,0.006,0,0,0.002,0,0.048,0,0
"1008",0,0.028,0,0.002,0.014,0.004,0.016,0.104,0.268,0.052,0.026,0.004,0.094,0.084,0.018,0,0.024,0.124,0.134,0.004
"1009",0.448,0,0,0,0.41,0.002,0,0.05,0.002,0,0,0.002,0.002,0.004,0,0.08,0,0,0,0
"1010",0,0.094,0,0,0,0,0,0,0,0,0.004,0.374,0,0,0,0,0.38,0.146,0,0.002
"1011",0,0.138,0.01,0,0.006,0.282,0.048,0.006,0.326,0,0.004,0,0,0.02,0.016,0.012,0.006,0,0.028,0.098
"1012",0.128,0.054,0.012,0.302,0.014,0,0,0.014,0.048,0.002,0.048,0.026,0.016,0.006,0.01,0.174,0,0.086,0.016,0.044
"1013",0.014,0.006,0,0.048,0,0.018,0,0,0,0,0,0,0.344,0,0,0.004,0,0.532,0,0.034
"1014",0.002,0.06,0.01,0.096,0.104,0.016,0.012,0,0.008,0.45,0.09,0.064,0.008,0,0.012,0.002,0.028,0.036,0.002,0
"1015",0.002,0.002,0.042,0.052,0.06,0.052,0.004,0,0.068,0.422,0.01,0,0.014,0.012,0.106,0,0,0.01,0.052,0.092
"1016",0,0.01,0.138,0,0,0,0,0,0,0.018,0.012,0.024,0.426,0,0.328,0,0,0.018,0.026,0
"1017",0,0,0,0.124,0.13,0.08,0.016,0.088,0.002,0.2,0.018,0.052,0.134,0.01,0.026,0.034,0,0.026,0.008,0.052
"1018",0.14,0.012,0.004,0.016,0.186,0,0.01,0.006,0.008,0.028,0.032,0,0.486,0.008,0,0,0,0.008,0.052,0.004
"1019",0.072,0,0.122,0.004,0,0.052,0.334,0.024,0.194,0.054,0,0,0.004,0.014,0.014,0.048,0.002,0.054,0.002,0.006
"1020",0,0.006,0,0,0.002,0.038,0,0,0,0.002,0.094,0.002,0.022,0.828,0,0,0,0.006,0,0
"1021",0,0.01,0.01,0,0.11,0,0,0,0,0,0.722,0,0.016,0,0,0.006,0,0,0,0.126
"1022",0,0,0,0,0,0.008,0,0.162,0.002,0,0,0,0,0.186,0,0,0,0.002,0,0.64
"1023",0,0.012,0,0,0.09,0.182,0.278,0,0.006,0,0.01,0.086,0.15,0,0.008,0.118,0.04,0,0.018,0.002
"1024",0,0,0,0.328,0.006,0.186,0,0,0,0.27,0.086,0,0,0,0,0,0.116,0,0.004,0.004
"1025",0,0,0.01,0,0,0,0.492,0.04,0.068,0.2,0,0.006,0,0,0,0.048,0.134,0,0,0.002
"1026",0.004,0.05,0.004,0.146,0.004,0.004,0.002,0.068,0,0.022,0.012,0.036,0.038,0.022,0.042,0.408,0.01,0.126,0,0.002
"1027",0,0.034,0,0.36,0,0,0,0,0.002,0,0,0.094,0,0,0,0.002,0.462,0,0.046,0
"1028",0.12,0,0.126,0.052,0.16,0.238,0.004,0.122,0.032,0.038,0.032,0,0,0,0.014,0.046,0.004,0,0,0.012
"1029",0.006,0.018,0.044,0.154,0.078,0,0.174,0.028,0,0.028,0,0.14,0.048,0.012,0.08,0,0.162,0.004,0.022,0.002
"1030",0.022,0.008,0.012,0.148,0,0.006,0.016,0.124,0.126,0.002,0,0,0,0.266,0,0.026,0.238,0,0.006,0
"1031",0,0.002,0.088,0.428,0,0,0.004,0,0,0.002,0.298,0.006,0,0,0,0,0,0,0,0.172
"1032",0.026,0.012,0.028,0.03,0.002,0.124,0,0.004,0.05,0.034,0.172,0.076,0.158,0,0,0.068,0.056,0,0.004,0.156
"1033",0,0,0.004,0,0.002,0.266,0,0.026,0.012,0.032,0.014,0,0,0.012,0.004,0,0.114,0.046,0.468,0
"1034",0.006,0.066,0,0,0,0,0,0.022,0.014,0.004,0.336,0.084,0.036,0.002,0,0.41,0.002,0.014,0.004,0
"1035",0.038,0.042,0,0.002,0,0,0,0,0.002,0.238,0.51,0,0.152,0,0,0.01,0,0,0.006,0
"1036",0.002,0.034,0.028,0.004,0.022,0.174,0.014,0,0.23,0.004,0.036,0.024,0.004,0.122,0.028,0.022,0.02,0.018,0.206,0.008
"1037",0.006,0,0,0,0.002,0,0,0,0.014,0.544,0.19,0,0.018,0.024,0,0.024,0.13,0,0,0.048
"1038",0.01,0.01,0.048,0,0.182,0,0.018,0,0,0,0.272,0,0.002,0,0.01,0,0,0,0.444,0.004
"1039",0.06,0,0.004,0.004,0.282,0,0,0,0,0,0.346,0.048,0.008,0.156,0.014,0,0.054,0.002,0,0.022
"1040",0.006,0.004,0.006,0,0.014,0.45,0.01,0.066,0.01,0,0.016,0.084,0.088,0,0.032,0.024,0.112,0.056,0.022,0
"1041",0,0,0,0.79,0,0,0.164,0.01,0.002,0,0.022,0,0.012,0,0,0,0,0,0,0
"1042",0,0.014,0.03,0.036,0,0,0.018,0.144,0.02,0.194,0,0.038,0.01,0.07,0.002,0.028,0.112,0.002,0.072,0.21
"1043",0.032,0.03,0,0.074,0.044,0.044,0.088,0.03,0,0.264,0.092,0.016,0.014,0.008,0.09,0.008,0.004,0.16,0,0.002
"1044",0.098,0.548,0.038,0.01,0,0.166,0.004,0,0,0.008,0,0,0,0,0,0,0,0,0.126,0.002
"1045",0,0,0,0,0,0.014,0.01,0.406,0,0,0,0,0,0.004,0,0,0,0.552,0,0.014
"1046",0,0.13,0.01,0.08,0.136,0.012,0.01,0.034,0.05,0.004,0.198,0.01,0.028,0.13,0.006,0.032,0.054,0,0.022,0.054
"1047",0.006,0.004,0.006,0,0.062,0.138,0.06,0.07,0.336,0,0.01,0.004,0,0.124,0.032,0.004,0.014,0,0.044,0.086
"1048",0.002,0.168,0.01,0.094,0.008,0.006,0.024,0.01,0.134,0.052,0.018,0,0.366,0,0.048,0.02,0.012,0.002,0.01,0.016
"1049",0,0.002,0.044,0.248,0,0.02,0.106,0,0.06,0,0.002,0.004,0.138,0.002,0.164,0,0.002,0.002,0.206,0
"1050",0.01,0.18,0.07,0,0.05,0,0.004,0.034,0.012,0.032,0.08,0.066,0.038,0.026,0.098,0.072,0,0.114,0.104,0.01
"1051",0,0.202,0,0,0,0,0.372,0.002,0,0.004,0.002,0,0,0,0,0.136,0.282,0,0,0
"1052",0.004,0,0.002,0.006,0.068,0,0.004,0.068,0.076,0.078,0.082,0,0,0.008,0,0.002,0.232,0.358,0,0.012
"1053",0.006,0.002,0.068,0.034,0,0.068,0.224,0.17,0.002,0,0.008,0.076,0,0,0.144,0.01,0.004,0.024,0.076,0.084
"1054",0,0.028,0,0.026,0.136,0.034,0.002,0,0.052,0.008,0.038,0,0.022,0.02,0.05,0.01,0.44,0.054,0,0.08
"1055",0,0,0.01,0,0,0.334,0,0,0.05,0,0,0,0,0,0,0.002,0.006,0,0,0.598
"1056",0.006,0.074,0.01,0.124,0,0.054,0,0.462,0.002,0.044,0,0.034,0.02,0,0,0.03,0.002,0.006,0.12,0.012
"1057",0.232,0.22,0.006,0,0.102,0,0,0.06,0.006,0.008,0,0.058,0.106,0,0.002,0,0.014,0.11,0.07,0.006
"1058",0,0.21,0,0,0,0.004,0,0,0,0,0,0.508,0,0,0.272,0,0.006,0,0,0
"1059",0.002,0.056,0.058,0.038,0.008,0.042,0.11,0.084,0.188,0.006,0.024,0.188,0.064,0.004,0.002,0,0.116,0,0,0.01
"1060",0.06,0.02,0.01,0.004,0.64,0.12,0,0.028,0.016,0.082,0,0,0,0,0,0,0,0.018,0,0.002
"1061",0.394,0,0,0.008,0.002,0.006,0.002,0.002,0.016,0.072,0.01,0.022,0,0.02,0.394,0,0.05,0.002,0,0
"1062",0.036,0.114,0.006,0.01,0,0.084,0.058,0.002,0.004,0.01,0,0.068,0.008,0.052,0.108,0.006,0.294,0.06,0.08,0
"1063",0.054,0.004,0.19,0.012,0.188,0.04,0.024,0.064,0.052,0.024,0.028,0.012,0.03,0.102,0,0.102,0.004,0,0.064,0.006
"1064",0.038,0.08,0,0,0.13,0.002,0,0,0,0.202,0.008,0.006,0,0,0.496,0,0.002,0.014,0.018,0.004
"1065",0.192,0.002,0,0,0.006,0,0,0.144,0,0.034,0.028,0.046,0.02,0.07,0,0.008,0.008,0.306,0.072,0.064
"1066",0,0,0,0,0,0,0,0,0,0,0.014,0.564,0.008,0.006,0,0.002,0.024,0.192,0,0.19
"1067",0.002,0.066,0.016,0.084,0.674,0.038,0.004,0.048,0,0.002,0.01,0,0.028,0,0.016,0,0.01,0,0,0.002
"1068",0.02,0,0.088,0.092,0.016,0.072,0.052,0.008,0.21,0.086,0,0.07,0.008,0,0.01,0.058,0.028,0,0.134,0.048
"1069",0.064,0,0.212,0.034,0,0.012,0.036,0.006,0.024,0.002,0.022,0.004,0.076,0.072,0.176,0,0.07,0.1,0.024,0.066
"1070",0,0.002,0,0.04,0,0,0,0.24,0,0,0.008,0.088,0.076,0,0.01,0.168,0.156,0.006,0.164,0.042
"1071",0.008,0.014,0.058,0,0.05,0.056,0.012,0.086,0.026,0.164,0.002,0.002,0.16,0.028,0.002,0.072,0.004,0.008,0,0.248
"1072",0.036,0.19,0.116,0.032,0.222,0.094,0.018,0.004,0.026,0.094,0.002,0.008,0.108,0.022,0,0,0,0.01,0.018,0
"1073",0.004,0.022,0.17,0.04,0.068,0.044,0,0.036,0.082,0.028,0.092,0.092,0.006,0.156,0.1,0.014,0.02,0.014,0.002,0.01
"1074",0.016,0.01,0.014,0.028,0.036,0.048,0.082,0.076,0.068,0,0,0.034,0.042,0.058,0.092,0.2,0.018,0.046,0.098,0.034
"1075",0.026,0.024,0.04,0.314,0,0.038,0.002,0.094,0.018,0.02,0,0.048,0.11,0.012,0.016,0.026,0.01,0.044,0.048,0.11
"1076",0.002,0.074,0,0.01,0.016,0.024,0.044,0.036,0.062,0.004,0.106,0.044,0.306,0.064,0.066,0.064,0.042,0.006,0.03,0
"1077",0,0.02,0.666,0.002,0,0,0.012,0,0.034,0.002,0.012,0.02,0.002,0.098,0.028,0,0.026,0.078,0,0
"1078",0.014,0.008,0.012,0.134,0.1,0.112,0.004,0.048,0.002,0.128,0.112,0.008,0.032,0.044,0.016,0.066,0.022,0.118,0.016,0.004
"1079",0.084,0.074,0.004,0.002,0.122,0,0.066,0.114,0.038,0.004,0.078,0.07,0.04,0.014,0.146,0.032,0,0,0.106,0.006
"1080",0.002,0.032,0.004,0.024,0.002,0.078,0.006,0.044,0.236,0,0,0.01,0.046,0.11,0.014,0.014,0.004,0.368,0,0.006
"1081",0,0,0,0.016,0,0,0,0.04,0,0.13,0,0.262,0.006,0,0,0.124,0.108,0.09,0,0.224
"1082",0,0,0.05,0.728,0,0.008,0,0.074,0.048,0,0.024,0.048,0.008,0,0.002,0,0,0,0,0.01
"1083",0.004,0.016,0.002,0.092,0.074,0.232,0.002,0.042,0.004,0.024,0.01,0.164,0.108,0,0.014,0.002,0.008,0.082,0.028,0.092
"1084",0,0.382,0.002,0.014,0.034,0.152,0.02,0.012,0,0,0.004,0.012,0,0.004,0,0.25,0,0,0.014,0.1
"1085",0.318,0,0,0.298,0,0.056,0,0.004,0.278,0,0,0,0,0.002,0.03,0,0,0,0.014,0
"1086",0.102,0.048,0.016,0.06,0,0.03,0,0.106,0.158,0,0.008,0,0,0.02,0.106,0.132,0.046,0.064,0.006,0.098
"1087",0,0.062,0.184,0.006,0.146,0.088,0.068,0.15,0.012,0.006,0.018,0.052,0.112,0.004,0.036,0.016,0.002,0.024,0.01,0.004
"1088",0.018,0.002,0.292,0.032,0.026,0.018,0,0.01,0.012,0.048,0.04,0,0.002,0.036,0.146,0.178,0.004,0.07,0.034,0.032
"1089",0.258,0,0.016,0.126,0,0.018,0,0.004,0,0,0,0,0.002,0,0,0,0.574,0.002,0,0
"1090",0.152,0,0.038,0.14,0.058,0.098,0.028,0.004,0.066,0.02,0.048,0.01,0.002,0.14,0.016,0,0.072,0.02,0.046,0.042
"1091",0.03,0,0.018,0.144,0.008,0.016,0.114,0.078,0,0.046,0.002,0.166,0.002,0.238,0.01,0.044,0,0.006,0.07,0.008
"1092",0.02,0,0.26,0,0.004,0.038,0.014,0.014,0.102,0.014,0.07,0,0.086,0.014,0.084,0.038,0.012,0.034,0.04,0.156
"1093",0,0,0,0,0.018,0,0.34,0,0.006,0,0,0,0,0.382,0,0.018,0,0,0.236,0
"1094",0.004,0.014,0.004,0,0.012,0.018,0.142,0.008,0.008,0.274,0.036,0.008,0.318,0.018,0.056,0.014,0,0.044,0.022,0
"1095",0,0.016,0.224,0.038,0,0.002,0.008,0.004,0.028,0,0,0.03,0,0.15,0.48,0.002,0.002,0,0.016,0
"1096",0.002,0.186,0.002,0.018,0.042,0.034,0.014,0.004,0.114,0.068,0.046,0.056,0.06,0,0.074,0.134,0.018,0.128,0,0
"1097",0.036,0.652,0,0.018,0.004,0,0.042,0,0,0.016,0.01,0,0.01,0.006,0.014,0,0.166,0.01,0.01,0.006
"1098",0.072,0.038,0.008,0.018,0,0.102,0.098,0,0.032,0.06,0,0.026,0.26,0.066,0.03,0,0.01,0.012,0,0.168
"1099",0.012,0.154,0,0,0.004,0.06,0.086,0.008,0.002,0,0.022,0.058,0,0.126,0.008,0.162,0.016,0.1,0.008,0.174
"1100",0,0.218,0.016,0.006,0.03,0.004,0.002,0,0.002,0.326,0.028,0.036,0.002,0.012,0.106,0.088,0.05,0.032,0,0.042
"1101",0.084,0.23,0.028,0.066,0.004,0.056,0.066,0.068,0.006,0.008,0.116,0.02,0,0.136,0.004,0.01,0.03,0,0.066,0.002
"1102",0.002,0.036,0.018,0.042,0.002,0.016,0.048,0,0,0,0.056,0.01,0.008,0.544,0,0.012,0,0.16,0.046,0
"1103",0.006,0,0,0,0,0,0.666,0,0,0.03,0.02,0.004,0.012,0.07,0.002,0,0,0,0.19,0
"1104",0.034,0.018,0.03,0,0.038,0,0.428,0.032,0,0.05,0,0.004,0.002,0.028,0.002,0,0,0.28,0.04,0.014
"1105",0,0.008,0.032,0.324,0,0,0,0.01,0,0.344,0,0,0,0.002,0,0,0.24,0,0,0.04
"1106",0,0,0.196,0.002,0.104,0,0.098,0,0.024,0.002,0,0.214,0.014,0.018,0.32,0.002,0,0.002,0.004,0
"1107",0,0.104,0.042,0.234,0.004,0.002,0.048,0.01,0.006,0.024,0.168,0.002,0.02,0.014,0.006,0,0.3,0.014,0.002,0
"1108",0.004,0,0.056,0,0.69,0,0.006,0,0,0,0.112,0,0.004,0,0,0,0.058,0,0,0.07
"1109",0.486,0.218,0.028,0.058,0,0,0,0.002,0.012,0.172,0,0,0,0.008,0,0,0,0,0.01,0.006
"1110",0.1,0.008,0.008,0.06,0.08,0.022,0.018,0.002,0,0.006,0.018,0.016,0.162,0,0.02,0.218,0.038,0.074,0.002,0.148
"1111",0.022,0.012,0.01,0,0,0.016,0.02,0.014,0.002,0.188,0.042,0.05,0.112,0.02,0,0.11,0.098,0.02,0.054,0.21
"1112",0.008,0,0.002,0.018,0.05,0.058,0,0.456,0.002,0.022,0,0.012,0.028,0.034,0.012,0.05,0.004,0.244,0,0
"1113",0.008,0.178,0.006,0.002,0.086,0.028,0.004,0.012,0.118,0.036,0,0,0.028,0.032,0.206,0.072,0.01,0.066,0.05,0.058
"1114",0.08,0.004,0.1,0.022,0.138,0.038,0.218,0.03,0.03,0.002,0.032,0.042,0.002,0.018,0.004,0.15,0.002,0.002,0,0.086
"1115",0,0,0.01,0.02,0.014,0.326,0.128,0.004,0.004,0.036,0.098,0,0.016,0.006,0.184,0.134,0,0.01,0.008,0.002
"1116",0,0,0,0.05,0.006,0,0.066,0,0.072,0.008,0.098,0.002,0,0.014,0.018,0.122,0.004,0,0.01,0.53
"1117",0.006,0.004,0,0.004,0.088,0.016,0.25,0.038,0.01,0.026,0.062,0.08,0,0.084,0.282,0.006,0,0,0,0.044
"1118",0,0.008,0.062,0,0,0.002,0,0,0.028,0.514,0.004,0,0.022,0.01,0.008,0.002,0.108,0.23,0,0.002
"1119",0.006,0,0.108,0.046,0,0.042,0,0.002,0,0.58,0,0,0.036,0.062,0.098,0.002,0,0.018,0,0
"1120",0.054,0.012,0.048,0.094,0,0.012,0,0.024,0.012,0.088,0.054,0.066,0.002,0.004,0,0.022,0.002,0.002,0.242,0.262
"1121",0.022,0.08,0.04,0.008,0.054,0.048,0,0.01,0.016,0,0.012,0.024,0.284,0.122,0.002,0.056,0.066,0.002,0.142,0.012
"1122",0,0.004,0,0,0.002,0.07,0.128,0.018,0.288,0,0,0,0.042,0.006,0.146,0.012,0.146,0,0,0.138
"1123",0,0.002,0.03,0.008,0,0.008,0,0.002,0.564,0,0.002,0.038,0.002,0,0.014,0.082,0.064,0.164,0.002,0.018
"1124",0.006,0.376,0.12,0,0.014,0.016,0,0.274,0,0,0.006,0,0,0,0.024,0,0.004,0.086,0,0.074
"1125",0.054,0.03,0.006,0.114,0.076,0.018,0.29,0.03,0.004,0.002,0.044,0.01,0.068,0,0.002,0.034,0.026,0.15,0.008,0.034
"1126",0,0,0.042,0.38,0.002,0.016,0,0.012,0.114,0.012,0.004,0.026,0.062,0.128,0.028,0,0.024,0.046,0,0.104
"1127",0.096,0.384,0.026,0,0,0,0,0,0,0.342,0.096,0.01,0,0.016,0.012,0.002,0.004,0,0.012,0
"1128",0.02,0.088,0.032,0.116,0.006,0.01,0.062,0.004,0.038,0.01,0.206,0.064,0,0.004,0.142,0.048,0.032,0,0,0.118
"1129",0.014,0.02,0.164,0,0.018,0,0,0.062,0,0,0.04,0,0.644,0.018,0,0,0,0.004,0.004,0.012
"1130",0.064,0.004,0.332,0.006,0.024,0.036,0.06,0.028,0.106,0.002,0.012,0.042,0,0.076,0.008,0.048,0.002,0.014,0.132,0.004
"1131",0.006,0.008,0.144,0.038,0.018,0,0,0.114,0.002,0.096,0.098,0.198,0.046,0.002,0,0.042,0,0,0.044,0.144
"1132",0,0.006,0,0.008,0.006,0.02,0,0.034,0,0.026,0.052,0.006,0.002,0.006,0.002,0,0.026,0.786,0.012,0.008
"1133",0.002,0.014,0.008,0.008,0.072,0.186,0.004,0.006,0.048,0,0.008,0.038,0.226,0.034,0.018,0.016,0.026,0.206,0.022,0.058
"1134",0,0.078,0.048,0.116,0.166,0,0,0.002,0.034,0.01,0.004,0.042,0,0.072,0.038,0.278,0.072,0,0.04,0
"1135",0.004,0,0.018,0.07,0.016,0,0.006,0.008,0.024,0.036,0.152,0.072,0,0,0.052,0.004,0.062,0,0.458,0.018
"1136",0,0.384,0.056,0.018,0,0.004,0.004,0.048,0.03,0.034,0.068,0,0.058,0.07,0.024,0.022,0.004,0.052,0.01,0.114
"1137",0.052,0.008,0,0.018,0.002,0.05,0.002,0.464,0,0.128,0.022,0.008,0,0,0.002,0,0.082,0.142,0.02,0
"1138",0,0.006,0.014,0,0,0.002,0,0,0,0,0.002,0,0,0.112,0.35,0.204,0,0.022,0.048,0.24
"1139",0.056,0.312,0.11,0.06,0,0.01,0.028,0.058,0.006,0,0.002,0.102,0.002,0.006,0.24,0,0.002,0,0.006,0
"1140",0.066,0.04,0.004,0.018,0.004,0,0.004,0.018,0.008,0.01,0,0.07,0.062,0.02,0.03,0.536,0.002,0.026,0.044,0.038
"1141",0.208,0.214,0.024,0.01,0.002,0,0.084,0.178,0.01,0.058,0.086,0.014,0.008,0.034,0,0.046,0.012,0,0.012,0
"1142",0,0,0.004,0.188,0,0,0,0.054,0.002,0.08,0.458,0,0.01,0,0.07,0,0.006,0,0.128,0
"1143",0.024,0.06,0.086,0.076,0.03,0.016,0.034,0,0.044,0.01,0.022,0.022,0.07,0.046,0.332,0.012,0.016,0.004,0,0.096
"1144",0,0,0.048,0.168,0,0,0.08,0,0,0.004,0,0,0.594,0.074,0,0.01,0.002,0.02,0,0
"1145",0.006,0.228,0,0.006,0.012,0.034,0.002,0.002,0.012,0.01,0.014,0.01,0.022,0.198,0,0.006,0,0,0.034,0.404
"1146",0.026,0.004,0,0,0.09,0,0.2,0.454,0.042,0,0.01,0.042,0.002,0,0.008,0.068,0,0.01,0.044,0
"1147",0.14,0.052,0.002,0.114,0,0.034,0,0,0.002,0.212,0.008,0.056,0.356,0.016,0,0,0.008,0,0,0
"1148",0.006,0,0,0.122,0,0,0,0.002,0.496,0.006,0.052,0,0.02,0.02,0,0.034,0.238,0,0.002,0.002
"1149",0.096,0.13,0,0.016,0.012,0.02,0.014,0.004,0.014,0,0.044,0,0.208,0.084,0.066,0.122,0.154,0,0.016,0
"1150",0.018,0.038,0.064,0.006,0,0.25,0,0.026,0.068,0.008,0.014,0.004,0.088,0.006,0.01,0.288,0.032,0.006,0.014,0.06
"1151",0.01,0.068,0,0,0.018,0.064,0,0.072,0.048,0.01,0,0.064,0.004,0.484,0.018,0.096,0.02,0.002,0.006,0.016
"1152",0,0,0.03,0.034,0.084,0.01,0.03,0.408,0,0.136,0.002,0.01,0,0,0,0,0,0,0.004,0.252
"1153",0,0,0.072,0.096,0.02,0.014,0.014,0.354,0.004,0,0.042,0,0.046,0.114,0.01,0.074,0.11,0,0.02,0.01
"1154",0.014,0.004,0.002,0.022,0.132,0.03,0.066,0.042,0.062,0.002,0,0.052,0.046,0.286,0.006,0.022,0.002,0.008,0.096,0.106
"1155",0,0.01,0.01,0.036,0.094,0.012,0.088,0.16,0.068,0.004,0,0.004,0.206,0.012,0,0,0.128,0,0,0.168
"1156",0.004,0.096,0.012,0,0.058,0,0.016,0.074,0.614,0,0.02,0.08,0.01,0,0,0.006,0,0.01,0,0
"1157",0,0,0,0,0,0.54,0,0,0.006,0.052,0,0,0,0,0,0.37,0,0,0,0.032
"1158",0.028,0,0.008,0,0.016,0.008,0,0,0.032,0.21,0,0.04,0.062,0,0.002,0,0.02,0,0.31,0.264
"1159",0.012,0.08,0,0.02,0.026,0.002,0.354,0,0,0.004,0.012,0,0,0.364,0.062,0.004,0.002,0.002,0.056,0
"1160",0.064,0.16,0,0.034,0.04,0.096,0.038,0.054,0.004,0.028,0,0,0.112,0.046,0,0.046,0.048,0.004,0.018,0.208
"1161",0.004,0.002,0,0.002,0.122,0.514,0.044,0.02,0.012,0,0.006,0.028,0.002,0.004,0.002,0,0.032,0,0.008,0.198
"1162",0.014,0.062,0,0.014,0,0.004,0,0.01,0.02,0.04,0.23,0.15,0.174,0.01,0,0.006,0.066,0.176,0.018,0.006
"1163",0.004,0,0.018,0.008,0,0.01,0,0,0.012,0,0.018,0.002,0,0.002,0,0.534,0.366,0,0.016,0.01
"1164",0,0.006,0,0,0.048,0,0,0.002,0,0,0.118,0,0,0,0.01,0,0,0.104,0.712,0
"1165",0,0,0.01,0.144,0.002,0.024,0.064,0,0.02,0.048,0.066,0.002,0.024,0,0.042,0,0.422,0.088,0.024,0.02
"1166",0.01,0,0.002,0.022,0.076,0.016,0.002,0.128,0.002,0,0.046,0.262,0.012,0.006,0.1,0.018,0,0,0.144,0.154
"1167",0,0,0.018,0.176,0.03,0.01,0.17,0.158,0,0.04,0.03,0.08,0.136,0.044,0.006,0,0.024,0.004,0.004,0.07
"1168",0,0.086,0.016,0.078,0.264,0.056,0.092,0.044,0.002,0,0.006,0.018,0.004,0.29,0.024,0.004,0.004,0.002,0.006,0.004
"1169",0,0.022,0.038,0.014,0.014,0.01,0.208,0.016,0.064,0.078,0.056,0,0.046,0.032,0,0.108,0.244,0,0.046,0.004
"1170",0.002,0.01,0.002,0,0.138,0.128,0.342,0.006,0.082,0,0.058,0.052,0.006,0.024,0.036,0,0.076,0.012,0.002,0.024
"1171",0,0.198,0.004,0,0.054,0.004,0,0.006,0,0.002,0.006,0.002,0.626,0,0,0.02,0.006,0.07,0,0.002
"1172",0.002,0.012,0.014,0.006,0.004,0.008,0,0.014,0.076,0.004,0.366,0.002,0.014,0.018,0.132,0.024,0,0.006,0.15,0.148
"1173",0.102,0.256,0,0,0.156,0,0,0.004,0.002,0,0,0,0,0.48,0,0,0,0,0,0
"1174",0.022,0.014,0.082,0.012,0.016,0,0.008,0.002,0.098,0,0,0.084,0.388,0.012,0,0.006,0.016,0.104,0.014,0.122
"1175",0.004,0.01,0.004,0.052,0.012,0.082,0.092,0.07,0.002,0.078,0.238,0.042,0.054,0.036,0.056,0.006,0.01,0.058,0.074,0.02
"1176",0.026,0.02,0.29,0.04,0.004,0,0.008,0.078,0.018,0,0,0,0.002,0.032,0.002,0.314,0,0,0.002,0.164
"1177",0.022,0.002,0.082,0,0.124,0.172,0.028,0,0.012,0.07,0.136,0.228,0,0.048,0.004,0.002,0.02,0.01,0.032,0.008
"1178",0.194,0.002,0,0.038,0.004,0.024,0,0.074,0.08,0.09,0.168,0.004,0,0.148,0.05,0,0.018,0.004,0.01,0.092
"1179",0,0,0,0.052,0,0,0,0,0.012,0.018,0,0.222,0.676,0,0,0.01,0,0,0.01,0
"1180",0,0,0.058,0.01,0.486,0.012,0.018,0.036,0.122,0.008,0.016,0.024,0.03,0,0.012,0.136,0.002,0,0.006,0.024
"1181",0,0.114,0.014,0.028,0.016,0.222,0.024,0.186,0.04,0.032,0.198,0.008,0,0.02,0.052,0.026,0,0.002,0.018,0
"1182",0.012,0.312,0,0.226,0.058,0.002,0,0.048,0.012,0.046,0.022,0.03,0.018,0.138,0.006,0.02,0.014,0.008,0.024,0.004
"1183",0.042,0,0.116,0.016,0.108,0.058,0.056,0,0.014,0.02,0.04,0.146,0,0.242,0.006,0.078,0.026,0,0.032,0
"1184",0,0.522,0,0.012,0,0,0,0,0,0.006,0,0.438,0.008,0,0,0,0,0,0,0.014
"1185",0,0.002,0.06,0,0.142,0.002,0.002,0,0.014,0.004,0,0.008,0.004,0,0.364,0,0.276,0,0.036,0.086
"1186",0,0,0.016,0,0,0.02,0,0.176,0,0,0.524,0,0.01,0,0,0.064,0,0,0.19,0
